number,old_definition,word,definition,translation,example_sentences,part_of_speech,collocations,problematic_words
265,表面的排場。[例]每年十月的國慶慶典，場面都十分壯觀。,場面,表面的排場和氣氛。,"A spectacle or scene, often referring to the outward display or ostentation of an event.",這場音樂會的場面十分壯觀，吸引了大量樂迷前來欣賞。 / 婚禮的場面充滿了感動與祝福，讓人不禁流下淚來。 / 在畢業典禮上，場面既正式又快樂，讓每個人都感到非常自豪。 / 這部電影的最後一幕創造了一個令人緊張的場面，使觀眾感到心跳加速。 / 他們舉辦的慈善晚會，場面熱鬧非凡，大家都積極投入捐款。 / 在這個盛大的音樂祭中，場面非常美麗，燈光和音樂交織在一起，讓人感到陶醉。 / 每年的新年慶祝活動，場面都格外熱鬧，家家戶戶都洋溢著節日的氣氛。 / 當選手們在頒獎儀式上領獎時，場面充滿了榮耀與興奮，讓所有在場的人都感受到激動。 / 這個藝術展覽的開幕式，場面精緻優雅，讓每位來賓都感受到藝術的魅力。 / 在操場上，運動會的場面既競技緊張又友好，激勵了每個參與者的熱情。 / 這場國際峰會的議程安排得很好，場面很正式，讓人對未來的合作充滿期待。,n,盛大的場面 / 壯觀的場面 / 華麗的場面 / 熱鬧的場面 / 感人的場面 / 精彩的場面 / 令人印象深刻的場面 / 目不暇接的場面 / 舉辦場面 / 寫意的場面,"目不暇, 既, 樂, 議程, 峰, 寫意, 競技"
265,局面。[例]他們兩人在酒席上鬧僵了，弄得場面相當尷尬。,場面,局面指的是某種情況或狀態，通常用來描述一個特定的場景或情境。,A situation or scene; can refer to the circumstances or layout in a specific context.,上個月的婚禮現場，布置得非常美麗，場面溫馨感人。 / 當他在宴會上發表演講時，場面十分熱鬧，大家都在友好地交流。 / 在葬禮上，許多人流下淚水，場面讓人感到非常沉重。 / 她的生日派對上，朋友們帶來了許多驚喜，場面竟然變得過於熱鬧。 / 比賽結束時，觀眾們不斷鼓掌，場面壯觀，讓人感受到熱情的支持。 / 在商業會議中，當討論達成一致時，場面氣氛十分融洽，令人倍感欣慰。 / 當貴賓到達時，現場的歡迎儀式讓場面顯得格外隆重。 / 這場音樂會吸引了大量粉絲到場，場面熱烈，氣氛充滿期待。 / 在體育賽事中，球迷們的加油聲不斷，場面非常熱鬧，展現了對球隊的支持。 / 藝術展開幕時，很多藝術愛好者聚在一起，場面非常熱鬧，充滿創意的氣氛。 / 這部電影的首映式吸引了很多影迷和媒體，場面非常熱鬧，讓人感受到影視界的重視。,n,場面熱鬧 / 場面一觸即發 / 場面難堪 / 場面冷場 / 場面壯觀 / 場面一片混亂 / 場面難以控制 / 場面壓力 / 場面氣氛 / 場面震撼,"首映, 觸即, 得, 宴, 影視, 賽事"
266,形容很長的一段時間。[例]他長年居住在外國，早已習慣異地的生活。,長年,形容一段時間很長。,A long period of time; refers to a duration that extends over many years.,他長年在這家公司工作，對公司的運作非常熟悉。 / 這個社區長年推動環保活動，讓居民更加重視環境保護。 / 他們長年資助貧困地區的孩子上學，幫助改變了許多人的命運。 / 這位藝術家長年致力於創作，作品逐漸受到國際間的肯定。 / 我長年努力學習，希望能考上理想的大学。 / 在這個城市裡，長年積累的文化資產吸引了越來越多的遊客來訪。 / 他長年關心公益事業，這讓他的生活充滿了意義。 / 這對夫妻長年一起經營家族企業，讓他們的感情更加深厚。 / 這位科學家長年從事環境研究，為應對氣候變化做出了重要貢獻。 / 我們長年參加志願服務，讓更多人感受到社會的溫暖。 / 這位老師長年教導學生，影響了一代又一代人的人生方向。,adv,長年工作 / 長年生活 / 長年學習 / 長年努力 / 長年經營 / 長年支持 / 長年經歷 / 長年關心 / 長年積累 / 長年追求,"來訪, 学, 積累, 遊客"
267,正常的狀態。[例]家中的小狗一反常態，大聲的吠叫起來，原來是隔壁失火了。,常態,正常的狀態。,A normal state or condition.,最近他的情緒不太穩定，和以往的常態有點差距。 / 這家公司的管理制度一向保持高效率，讓員工的工作常態不會受到影響。 / 在疫情期間，大家都適應了新的生活常態。 / 她總是準時上下班，這已經成為她工作上的常態。 / 學校希望透過課外活動，讓學生的學習常態更加多元化。 / 在這個城市，路上高峰交通阻塞是經常發生的常態，讓人不得不早起。 / 隨著科技的進步，遠距工作已逐漸成為許多行業的常態。 / 每年秋季，農村裡的豐收季節都是農民忙碌的常態。 / 對於這個社區而言，居民的互助精神已經成為生活中的常態。 / 他們夫妻之間的溝通良好，這種和睦相處的常態讓家庭更加幸福。 / 在全球化影響下，跨國合作漸漸成為商業運作的常態。,n,生活的常態 / 社會的常態 / 工作的常態 / 心理的常態 / 學習的常態 / 健康的常態 / 教育的常態 / 經濟的常態 / 行為的常態 / 正常的常態,"遠距, 疫情, 言, 早起, 效, 課外, 秋季"
268,長的線。如：「放長線釣大魚」。,長線,長的線。,A long line; a fishing line that is cast far away.,今天早上，我在公園裡看到一個小孩在玩長線，試著把風箏放得更高。 / 魚夫說，用長線釣魚可以釣到更多種類的魚，因為長度允許他們投放更遠。 / 昨晚的露營活動中，我們用長線把帳篷固定在樹上，以免被風吹走。 / 在市場上，攤販們的長線商品吸引了很多顧客，價格實在又有趣。 / 我媽媽教我如何用長線編織手環，這樣可以做出獨特的禮物送給朋友。 / 在城市的綠地上，有人正在放長線釣魚，希望能夠獲得豐富的收穫。 / 種植專家建議，使用長線支撐植物，可以幫助它們更好地生長和攀爬。 / 昨天，我們在海邊看到有漁夫放了長線，希望能捕到更多的新鮮海鮮。 / 老師告訴我們，長線可以用來做科學實驗，測量不同物體的長度和重量。 / 在藝術展覽上，藝術家用長線創作了一幅獨特的裝置藝術，引起了觀眾的廣泛關注。 / 我在圖書館找到一本介紹長線設計的書，裡面有很多實用的技巧和案例。,n,一條長線 / 一根長線 / 長線釣魚 / 放下長線 / 收起長線 / 牽著長線 / 長線的特點 / 用長線綁住 / 長線與短線 / 拉緊長線,"捕, 商, 昨晚, 風箏, 夫, 攀爬, 綠地, 吹走, 綁住, 收起"
269,商品銷路旺盛。[例]他最近出版的書非常暢銷，已登上排行榜的前三名。,暢銷,商品的銷路非常好，銷售量大。,"Best-selling; Referring to a product, especially a book or item, that sells in large quantities.",這本書的故事情節非常吸引人，因此成為暢銷書排行榜的第一名。 / 這位作家的新作一經發行，就迅速成為暢銷書，吸引了大量讀者。 / 在書店裡，暢銷書籍的專區總是擺滿了各種熱門的作品。 / 他們的經典小說經過改版重新發行後，竟然也成為今年的暢銷作品。 / 當前的暢銷書中，有不少是以青春校園為主題的小說。 / 書店的櫃檯經常會推薦暢銷書，以吸引顧客購買。 / 每當新書登上暢銷書排行榜，都會引起讀者的熱烈討論。 / 這部小說因為精彩的角色設定，迅速成為當月的暢銷書之一。 / 不少讀者對這本暢銷書的結局感到非常驚訝與滿意。 / 書展上，暢銷書作者的簽名會總是吸引著大批粉絲前來排隊。 / 網路上對於暢銷書的評價也讓更多人想要一探究竟，了解其魅力所在。,n,暢銷的書籍 / 暢銷的商品 / 暢銷的音樂 / 暢銷的電影 / 暢銷的品牌 / 十大暢銷書 / 暢銷的排行榜 / 暢銷的產品 / 暢銷的小說 / 暢銷的圖書,"書展, 銷售量, 探, 商, 專, 改版, 作, 登, 暢銷書, 擺滿, 經"
270,腸的通稱。[例]他因過度肥胖，醫生建議他動手術割除一小段腸子。,腸子/腸,通稱腸的部分，主要位於消化系統中，負責消化和吸收食物。,The intestines; a general term for the intestines.,人們常常忽略腸道健康，但它對整體健康至關重要。 / 如果腸子不適，應該儘早看醫生，以避免更嚴重的情況。 / 孩子們在吃太多糖果後，經常會抱著肚子說腸子痛。 / 這個醫院的專科檢查腸道問題的設備相當先進。 / 他最近經常感到胃脹氣，懷疑是腸道出現了問題。 / 維持良好的飲食習慣對於促進腸道健康非常重要。 / 有時候，壓力過大也會導致腸道功能紊亂，使人感到不適。 / 醫生建議我每天攝取足夠的纖維，以幫助腸子更順暢地運作。 / 每年定期進行腸道檢查，可以及早發現潛在的健康風險。 / 研究顯示，腸道微生物的平衡對維持身體健康有著重要作用。 / 當飲食中缺乏必要的營養時，腸道可能會出現吸收不良的情況。,n,腸道阻塞 / 腸胃不和 / 腸子痛 / 健康的腸道 / 腸道檢查 / 腸炎症 / 割除腸子 / 保持腸道健康 / 脆弱的腸道 / 腸道問題,"腸胃, 氣, 良, 適, 通稱, 割除, 微, 腸道, 腸炎症"
271,鳥類、昆蟲或其他動物的窩。[例]鳥巢、蜂巢、鵲巢,巢,供鳥類、昆蟲或其他動物居住的地方。,"A nest; a structure built by birds, insects, or other animals for shelter and laying eggs.",小鳥在樹上築了一個漂亮的巢，裡面放著四顆蛋。 / 聽說今年春天，很多燕子都回來搭巢了。 / 在花園裡，我們偶然發現了一個蜂巢，旁邊飛舞著許多蜜蜂。 / 那些麻雀在房子底下搭的巢，經常讓人感受到生活的氣息。 / 鳥巢裡的鳥剛出生，牠們的叫聲吸引了附近的蝴蝶。 / 夏天到了，許多鳥兒在這片森林裡尋找適合築巢的樹木。,n,鳥巢 / 蜂巢 / 鴿子的巢 / 築巢 / 搭巢 / 樹上的巢,"供, 鳥兒, 築, 築巢, 蜂巢"
272,"dynasty, an emperor’s reign",朝代/朝,指一個皇帝或一系列皇帝統治的期間，通常以特定的名稱來稱呼，反映某個時期的政治、文化和社會特徵。,A dynasty; a period of rule by a series of emperors from the same family.,古代中國有許多著名的朝代，每個朝代都有自己獨特的文化和歷史。 / 隨著時間的變化，中國的朝代改變了地理和政治的情況。 / 在明的朝代，中國的經濟和文化都非常繁榮，這是歷史上有名的朝代之一。 / 當時的朝代因為開放的政策和繁榮的貿易而聞名，被認為是歷史上最輝煌的朝代。 / 各個朝代都在不同程度上影響了中國的歷史，特別是朝代的統治者與政策。 / 不同的朝代通常和政治問題、經濟困難以及外部侵略有很大的關係。 / 夏商周三個朝代的變化，代表了中國從原始部落社會進入奴隸制社會的過程。 / 在歷史上，有一個朝代以重視文化和科技發展而聞名，這個朝代非常特別。 / 在歷史上，朝代之間的戰爭和聯盟往往改變了國家的格局，影響了後世的發展。 / 在一個新的朝代，中國和外面的世界變得更接近，代表著不同文化的共存。 / 雖然秦的統一措施時間不長，但卻為後來的朝代打下了重要的基礎。,n,一個朝代 / 歷史的朝代 / 古代朝代 / 朝代的統治 / 朝代更替 / 各個朝代 / 著名的朝代 / 朝代與歷史 / 不同的朝代 / 朝代的變遷,"秦, 更, 商, 制, 明"
272,某一世系帝王統治的時代。[例]唐朝是詩歌發展相當興盛的朝代。,朝代/朝,某一世系的君王統治的時期。,A dynasty; The period during which a particular lineage of emperors rules.,中國的朝代變化影響了許多鄰近的國家。 / 漢朝的貿易路線促進了亞洲和歐洲之間的交流。 / 這個朝代的詩歌發展得非常好。 / 在這個明代的時期，中國的航海技術讓他們在海洋上有了很大的影響。 / 不同的朝代在藝術、建築上都有獨特的風格。 / 在歷史中，朝代的變化成為了重要的研究話題。 / 倭國的歷史受到影響，是因為古代中國的朝代交替。 / 她特別喜愛學習有關某個朝代的文化與科技發展。 / 在這個朝代中，商業活動變得愈加繁榮，促進了經濟的發展。 / 透過文獻記載，我們能夠了解各個朝代的政治變遷與社會生活。 / 中國的朝代變換，不僅影響了歷史，也深深影響了現在的文化和價值觀。,n,歷史的朝代 / 古代的朝代 / 不同的朝代 / 有名的朝代 / 繁榮的朝代 / 文化的朝代 / 知名的朝代 / 衰退的朝代 / 開創的朝代 / 統治的朝代,"明代, 倭國, 得, 歐洲, 世, 君王, 亞洲"
