word,number,old_definition,translation,definition,example_sentences,part_of_speech,collocations,pinyin,zhuyin,problematic_words
不朽,193,不會磨滅，比喻永存。[例]不朽名言、永垂不朽,Immortal; everlasting.,永遠存在，不會消失。,她的作品充滿了智慧，至今仍被認為是文學界的不朽之作。 / 這幅畫表現了深刻的情感，無論過了多少年，依然會被人們記住，成為不朽的藝術作品。 / 這首詩探索了人類的心靈，成為不朽的文學經典。 / 這首曲子的旋律隨著時間流逝，仍然能夠觸動人心，成為不朽的音樂傳奇。 / 她的科學研究為人類帶來了巨大的變革，使她的成就被稱為不朽的科學典範。 / 他們之間不朽的愛情，經過時間的考驗，讓人感受到情感的永恆。,Vs-adj,不朽名言 / 不朽之作 / 不朽作品 / 不朽的經典 / 不朽的愛情 / 不朽的精神,bùxiǔ,ㄅㄨˋ ㄒㄧㄡˇ,
不宜,194,不應該、不適合。[例]為了身體的健康，營養應當均衡，所以不宜偏食。,"Not suitable or appropriate, should not be done.",不應該或不適合某種情況或行為。,在正式會議上，不宜穿著過於隨便的服裝。 / 駕駛時不宜分心使用手機，這樣會增加事故風險。 / 在朋友聚會上，談論政治話題不宜過於激烈，以免引發爭論。 / 在重要考試的前夕，不宜臨時準備，才不會過於緊張。 / 肚子餓時不宜喝濃咖啡，可能會對胃太刺激。 / 在康復期間，不宜攝取過多油膩的食物，以免影響健康。,Vaux,不宜穿著 / 不宜過度 / 不宜喝酒 / 不宜貪睡 / 不宜遲到 / 不宜曬太陽,bùyí,ㄅㄨˋ ㄧˊ,
不已,195,不能停止。[例]每次想起二年前的那樁交通意外，她就心悸不已。,Unceasing.,心裡感到不安或強烈情緒，難以平息。,每次聽到那首舊歌，他就感到懷念不已。 / 每當家人提起往事，他的心中總是忍不住感到感動不已。 / 在讀到那本書的結尾時，我感到震撼不已。 / 當他在比賽中獲得第一名時，喜悅的心情讓他興奮不已。 / 當朋友離別的時候，他不禁流下了捨不得的淚水，心情沉重不已。 / 看到自己珍貴的玩具被弄壞，她心裡難過不已。,Vp-i,心痛不已 / 擔心不已 / 激動不已 / 感動不已 / 懷念不已 / 煩惱不已,bùyǐ,ㄅㄨˋ ㄧˇ,
不一會/不一會兒,196,,"In an instant, a short period of time.",不一會/不一會兒指的是短時間內，通常用來表示事情將很快發生或完成。,他說他要馬上處理一下事情，不一會就回來。 / 我們等一下要開會，所有人不一會兒就會到齊。 / 她剛才還很忙，不一會兒就完成了手頭的工作。 / 你只要稍微等待，不一會兒他就會出現了。 / 他才剛到這家公司上班，不一會兒就開始忙碌起來。 / 他告訴我他需要準備一些資料，不一會兒就會給我寄過來。,adv,不一會就 / 不一會就開始 / 不一會就好 / 不一會就明白 / 不一會就完成 / 不一會就出發,bùyīhuǐ,ㄅㄨˋ ㄧ ㄏㄨㄟˇ,
不以為然,197,不認為是對的，即不同意。[例]我對他剛才所說的話不以為然。,To disapprove or disagree with.,對某個觀點或行為不認為是對的，即表示不同意。,這種做法讓許多人不以為然。 / 對於媒體的報導，她表示不以為然。 / 大家對這個決定不以為然，認為應該重新考慮。 / 在會議上，我對他的觀點不以為然，提出了不同的看法。 / 他對這個問題的看法讓我不以為然，因為缺乏足夠的依據。 / 對於朋友的選擇，她始終不以為然，認為那不是最佳的辦法。,idiom,非常不以為然 / 對此不以為然 / 表示不以為然 / 讓人不以為然 / 始終不以為然 / 態度不以為然,bùyǐwéirán,ㄅㄨˋ ㄧˇ ㄨㄟˊ ㄖㄢˊ,
不由得,198,不容許。[例]證據充分，不由得他不俯首認罪。,,,,,,bùyóudé,ㄅㄨˋ ㄧㄡˊ ㄉㄜˊ,
不由得,198,忍不住、不能自制。[例]看他一副小丑模樣，大家不由得笑成一堆。,Cannot help but.,忍不住，無法自制。,看到動人的電影結局，觀眾們不由得流下了感動的淚水。 / 在壯麗的自然景觀面前，每個人都不由得讚嘆大自然的奧秘。 / 看著那部感人的家庭劇，她的不由得思緒飄回了自己的成長過程。 / 在寒冷的冬夜，看到街上流浪狗的悲慘景象，使得路過的行人不由得心生憐憫。 / 當他聽到那位老演員的經典台詞，不由得懷念起過去的歲月。 / 聽到孩子們的笑聲，我不由得想起了自己童年的快樂時光。,adv,不由得哭出來 / 不由得驚訝 / 不由得流淚 / 不由得感慨 / 不由得想起 / 不由得笑出來,bùyóudé,ㄅㄨˋ ㄧㄡˊ ㄉㄜˊ,
不由自主,199,不能自制、由不得自己。[例]才住上幾天，我就不由自主地愛上這個小鎮了。,Cannot help but.,不能自制，無法由自己控制。,每當我聽到那首熟悉的歌曲，我就不由自主地想起了過去的回憶。 / 這部電影感動了我，我竟然不由自主地流下了眼淚。 / 我每天都在咖啡店裡看到那個可愛的女孩，漸漸地我不由自主地愛上她。 / 聽到有趣的笑話後，我們不由自主地笑了出來。 / 他每次擁抱家人時，心中總是不由自主地感受到濃厚的愛意。 / 每當看到彩虹出現，我就不由自主地想要拍下這美好的瞬間。,idiom,不由自主地笑 / 不由自主地流淚 / 不由自主的反應 / 不由自主地想 / 不由自主渴望 / 不由自主愛上,bùyóuzìzhǔ,ㄅㄨˋ ㄧㄡˊ ㄗˋ ㄓㄨˇ,
不約而同,200,未事先約定而彼此的意見或作法卻相同。[例]當他們提起那件趣事，不約而同的笑了起來。,To coincide or agree without prior arrangement.,指的是未事先約定而彼此的意見或做法卻相同。,在討論這個話題時，他們不約而同地表達了相似的觀點。 / 當老師詢問考試難易程度時，學生們不約而同地給出了五顆星的評價。 / 無論是專家還是普通民眾，對於環保問題的看法不約而同，皆認為應該立即採取行動。 / 當熱愛閱讀的朋友聚在一起時，他們不約而同地推薦了同一本書。 / 在討論未來的計畫時，他們不約而同地想到了一個共同的目標。 / 在派對上，賓客們不約而同地選擇了同一種飲料，讓主辦方驚訝不已。,idiom,不約而同的反應 / 不約而同地說 / 不約而同認為 / 不約而同地笑了 / 不約而同表達 / 感受不約而同,bùyuēértóng,ㄅㄨˋ ㄩㄝ ㄦˊ ㄊㄨㄥˊ,
不折不扣,201,十足的形容非常真實而恰如其分。[例]他真是個不折不扣的豪傑。,Fully authentic and unequivocal; indicating that something is exactly as described or genuine without any doubt.,形容某人或某事非常真實而且完全符合所描述的特徵或標準。,他是一個不折不扣的好人，總是願意幫助有需要的人。 / 對於待人處事，他是一個不折不扣的紳士，總是尊重他人和遵守規則。 / 在推動社會改革的過程中，他是一位不折不扣的領袖，帶領團隊勇敢面對各種挑戰。 / 他在藝術創作上是一位不折不扣的天才，作品總能觸動人心，引發深思。 / 他真是個不折不扣的豪傑，總是勇敢地站出來捍衛正義和真理。 / 這部電影的不折不扣的真實故事讓觀眾感受到強烈的共鳴。,idiom,不折不扣的英雄 / 不折不扣的專家 / 不折不扣的人才 / 不折不扣的好人 / 不折不扣的領袖 / 不折不扣的朋友,bùzhé bùkòu,ㄅㄨˋ ㄓㄜˊ ㄅㄨˋ ㄎㄡˋ,
不致,202,不會。[例]我們應該敦品勤學，才不致辜負父母師長的教育栽培。,Not to be; used to indicate that something will not happen or will not come to pass.,不會出現某種情況或結果。,定期檢查設備，可以讓工廠的運作不致受到影響。 / 如果提前做好計劃，他們就不致在最後一刻感到慌亂。 / 如果保持良好的生活習慣，我們的健康狀況就不致惡化。 / 適當的休息能幫助我們工作效率提升，從而不致感到疲憊。 / 只要雙方都願意妥協，衝突就不致升級成為嚴重的問題。 / 在清晨的時候走路，天氣晴朗，不致感到太熱。,adv,不致失敗 / 不致困擾 / 不致感到 / 不致混亂 / 不致厭倦 / 不致受傷,bùzhì,ㄅㄨˋ ㄓˋ,
不知所措,203,不知道怎麼辦才好。[例]火警發生時，許多人都慌亂不已，不知所措。,At a loss; not knowing how to handle a situation.,不知道怎麼辦，感到困惑或慌亂。,突如其來的事情讓她非常震驚，還讓她感到不知所措。 / 老師突然要求每個學生分享自己的計畫，讓他們每個人都慌亂不已，不知所措。 / 經歷了重大的失敗之後，他一時無法調整心態，不知所措。 / 突然失去聯繫後，他不知所措，只能在那裡等。 / 聽到朋友的困難處境後，她既心痛又不知所措，無法給出適當的建議。 / 每當聽到孩子們的問題時，她都感到不知所措，不知道該如何回答才能讓他們滿意。,idiom,感到不知所措 / 緊張得不知所措 / 害怕得不知所措 / 大家都不知所措 / 覺得不知所措 / 驚訝得不知所措,bùzhīsuǒcuò,ㄅㄨˋ ㄓ ㄙㄨㄛˇ ㄘㄨㄛˋ,
不至於/不致於,204,表示不會到某種地步。[例]我一向待他不薄，他還不至於出賣我吧！,To indicate that something will not reach a certain extreme or undesirable outcome.,表示不會到某種地步。,我相信他的良心不至於讓他做出違法的事情。 / 這麼小的誤會不至於影響我們之間的友誼。 / 雖然最近遇到了一些困難，但生活不至於如此艱難。 / 他對朋友的承諾不至於因為一時的誘惑而被打破。 / 這份報告不至於在短時間內造成公司的重大損失。 / 你不至於因為一點小事而對我生氣吧？,adv,好像不至於 / 不至於如此 / 不至於因為 / 不至於影響 / 不至於造成 / 不至於改變,bùzhìyú,ㄅㄨˋ ㄓˋ ㄩˊ,
補助,205,貼補、支助。[例]這次旅遊，公司補助一半的費用。,"To subsidize or provide assistance, especially in financial terms.",對某項費用或支出提供財政上的幫助，通常是部分負擔。,近年來，大學持續補助偏鄉學生的學費和生活費，讓他們減少求學的壓力。 / 在這次疫情期間，政府提供的生活補助讓不少家庭渡過難關。 / 他們的研究計畫獲得了國際組織的補助，讓實驗得以順利進行。 / 受災民眾可以向政府申請天災補助，以幫助他們重建家園。 / 醫療機構補助弱勢族群看病，使更多人能夠負擔得起必要的醫療服務。 / 地方政府補助年輕人創業，他們可以申請利息很低的貸款。,va-t,補助學生 / 補助費用 / 獲得補助 / 補助創業 / 補助政策 / 補助方案,bǔzhù,ㄅㄨˇ ㄓㄨˋ,
捕捉,206,追捕捉拿。[例]上野外教學課時，老師要我們捕捉一些昆蟲來進行觀察。,"To catch or seize, typically in the context of pursuing and capturing. Often used in a metaphorical sense to express the idea of grasping or understanding the essence of something.",追捕並抓住某種生物或物品。比喻掌握某一事物的特質，使其呈現出來。,使用專業的攝影器材可以瞬間捕捉到野生動物的畫面。 / 他一早到河邊，打算捕捉一些小魚，帶回家當晚餐。 / 在網路上，我們可以輕易地捕捉到最新的資訊和消息。 / 攝影師在黃昏時分捕捉到壯觀的日落景色，讓人讚嘆不已。 / 我們使用最先進的錄音設備，想要捕捉到鳥類的獨特聲音。 / 她的畫作能夠捕捉到人們情感的真實表達，引起觀者的共鳴。,va-t,瞬間捕捉 / 捕捉靈感 / 捕捉動物 / 捕捉氣氛 / 捕捉畫面 / 快速捕捉,bǔzhuō,ㄅㄨˇ ㄓㄨㄛ,
擦拭,207,擦抹、拂拭掉。[例]天氣太熱，他頻頻用手帕擦拭臉上的汗水。,To wipe or sweep away.,用布或手等輕輕地擦去水分或安髒之處。,用濕布擦拭桌子，可以讓桌面看起來乾淨整潔。 / 擦拭完窗戶後，光線透過來，整個房間變得明亮許多。 / 為了準備宴會，她仔細擦拭每一個碗碟，確保客人能享受美好的用餐體驗。 / 下過雨的街道非常乾淨，好像被上天擦拭過一樣。 / 她經常擦拭家裡的家具，讓每個角落都散發著清新的氣息。 / 她每天上班前都會擦拭她的鞋子，讓它們看起來光亮如新。,va-t,用水擦拭 / 輕輕擦拭 / 仔細擦拭 / 用手帕擦拭 / 經常擦拭 / 清潔擦拭,cāshì,ㄘㄚ ㄕˋ,
才幹,208,做事的能力。[例]董事長欣賞他的才幹，擢升他為業務部經理。,Capability or talent; the ability to perform tasks or duties effectively.,做事的能力和才華。,這位年輕人的才幹讓每個人都很驚訝，大家都期待他未來的表現。 / 公司希望能找到具備優秀才幹的新員工，以提升團隊的效率。 / 他不僅有豐富的經驗，還具備出眾的才幹，令人讚賞。 / 政府希望更多年輕人能夠發展自己的才幹，為社會做出貢獻。 / 對於一個領導者來說，了解下屬的才幹是帶領團隊成功的關鍵。 / 他很有才幹，這個職位一定能勝任,n,優秀的才幹 / 傑出的才幹 / 重要的才幹 / 發揮才幹 / 出眾的才幹 / 有才幹,cáigàn,ㄘㄞˊㄍㄢˋ,
採光,209,經過設計或角度的選擇而獲得適當的光線。為建築及攝影學上常考慮到的因素。[例]選購房屋一定要注意採光是否良好。,Natural light.,經過設計或選擇角度以獲得適當的光線，是建築與攝影中常考慮的因素。,這間房子的採光非常好，讓整個空間都顯得明亮。 / 在設計新辦公室時，採光是我們考慮的重點之一，以提升員工的工作效率。 / 這個老舊的公寓因採光不足，讓人住得感到壓迫。 / 在選擇新家時，良好的採光是我最重視的因素之一。 / 這個展覽空間的採光效果非常好，讓藝術作品更加生動。 / 咖啡廳的窗戶設計讓整個空間的採光變得特別柔和，適合讀書和工作。,n,良好的採光 / 自然採光 / 充足的採光 / 採光效果 / 採光需求 / 明亮採光,cǎiguāng,ㄘㄞˇㄍㄨㄤ,
